project_name,observation_type,observation_type_other,observation_details,classification,risk_rating,close_out_details,status,inspected_by,created_at,updated_at,source_report_group,source_created_by,source_modified_by
P05,Housekeeping,,"

Observed electrical cable drums were left after completion of task
",Unsafe Condition,Low,Unwanted materials removed from site,Closed,25948,2025-11-26 21:56:55,2025-11-26 21:56:56,FF-HSE-0501,Dayal Veetil,Dayal Veetil
KSP,Confined Space,,"confined space operations has now commenced, ensuring that all required safety precautions are in place, including proper permits, gas testing, ventilation, standby personnel, training, and use of appropriate PPE. The activity is being carried out in full compliance with confined space safety requirements.",Good Practice,Good Practice,The water tank has been thoroughly cleaned and properly maintained before starting any new activity.,Good Practice,19722,2025-11-26 22:09:12,2025-11-30 10:07:39,FF-HSE-0501,Ali Elzekaity,Moataz Elsherbiny
KSP,Confined Space,,Tool box talk conducted to operatives regarding Confined space Entry at Plot-A Basement-1 Finger-4,Good Practice,Good Practice,Maintain the same to ensure confined space safety,Good Practice,21494,2025-11-26 22:10:59,2025-11-30 10:07:39,FF-HSE-0501,Ali Elzekaity,Moataz Elsherbiny
KSP,PPE,,"A worker was found working in the basement without wearing hand gloves, which could lead to hand injury while handling materials or tools.",Unsafe Act,Low,"The activity was stopped immediately, the worker was strictly instructed on the importance of using gloves, and hand gloves were provided and worn before resuming work.",Closed,21494,2025-11-26 22:15:03,2025-11-26 22:15:04,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Fire Protection,,"It has been observed in this store that there is an accumulation of flammable materials and there is no fire extinguisher in the room. A fire extinguisher must be provided here immediately.
",Unsafe Condition,Low,A fire extinguisher has been placed in store and cleaned  the flammable materials immediately to reduce the risk.,Closed,25127,2025-11-26 22:25:53,2025-11-26 22:25:54,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Fire Protection,,It has been observed in this store that there is an accumulation of flammable materials and there is no fire extinguisher in the room. A fire extinguisher must be provided here immediately.,Unsafe Condition,Low,A fire extinguisher has been placed in store.and cleaned the flammable materials immediately to reduce the risk.,Closed,25127,2025-11-26 22:28:56,2025-11-26 22:28:57,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Permit to Work,,"The firefighting team started the fire-fighting pressure test without a valid pressure test permit and without an approved Permit to Work (PTW), which is a violation of safety compliance for pressurized system testing.",Unsafe Condition,Low,"The activity was stopped immediately, the team was strictly instructed not to start any pressure test without proper authorization, and a valid Pressure Test Permit along with an approved PTW was provided before resuming the test in compliance with safety requirements.",Closed,19470,2025-11-26 22:39:17,2025-11-26 22:39:18,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Electrical,,Observed power drill without an industrial plug which is unsafe and must be replace the cable and use a proper industrial plug.,Unsafe Condition,Low,Replaced the plug ,Closed,25206,2025-11-26 22:41:17,2025-11-26 22:41:20,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Housekeeping,,Found unwanted cable store at site,Unsafe Condition,Low,Immediate action is taken by responsible team and waste cable has been removed from site,Closed,25763,2025-11-26 22:46:31,2025-11-26 22:46:33,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Others,Hot Work,"For hot work activities, all safety requirements were fulfilled prior to commencement, including the availability of a fire watcher, fire blanket, fire extinguisher, and other necessary precautions.",Good Practice,Good Practice,The team was instructed to continue maintaining the same safety standards for all ongoing and future hot work operations.,Good Practice,17209,2025-11-26 22:50:25,2025-11-29 02:28:26,FF-HSE-0501,Ali Elzekaity,Moataz Elsherbiny
KSP,Electrical,,"Found cable laying on access of basement .
Its may cause slip trip falling hazard .
",Unsafe Condition,Low,Removed the cable,Closed,17209,2025-11-26 22:52:30,2025-11-26 22:52:33,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Others,Illumination,"Observed poor illumination in workplace, activity is temporary suspended until provide light for better illumination.",Unsafe Condition,Low,Good Lihting / Illumination has been provided,Closed,25763,2025-11-26 22:54:06,2025-11-26 22:54:07,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
NURSERY,Excavation / Edge Protection,,Excavation having underground utilities left open without barricading,Unsafe Condition,Medium,Area properly barricaded and warning signage placed,Closed,25535,2025-11-27 01:32:09,2025-11-27 01:32:15,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Environmental,,Drip tray with stegnant water and debris left on ground,Unsafe Condition,Medium,Drip tray removed from the area,Closed,25535,2025-11-27 01:34:56,2025-11-27 01:35:00,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Tools and Machines,,Mobile light tower left unsecured in open area,Unsafe Condition,Medium,It was removed from the area,Closed,25535,2025-11-27 01:37:25,2025-11-27 01:37:58,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Excavation / Edge Protection,,Workers were working too close to the active excavation,Unsafe Act&Unsafe Condition,High,Proper exclusion zone was established and worker moved to safe distance,Closed,25535,2025-11-27 01:41:11,2025-11-27 01:41:19,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Tools and Machines,,Loose plastic found near the generator,Unsafe Condition,Medium,It was removed from around the generator,Closed,25535,2025-11-27 01:43:35,2025-11-27 01:44:07,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,PPE,,Worker engaged in hot work without welding gloves and face protection shield,Unsafe Act,High,Face shied and gloves provided for welding activity,Closed,25535,2025-11-27 01:48:00,2025-11-27 01:48:45,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Fire Protection,,A fuel filled plastic bottle improperly stored,Unsafe Condition,High,Removed and transfered to designated flammable storage area,Closed,25535,2025-11-27 01:51:58,2025-11-27 01:52:01,FF-HSE-0501,Amjad Musa,Amjad Musa
P06,Electrical,,"An employee was observed attempted to fix the  charger inside a cable drum. This activity creates a significant fire hazard due to potential short-circuiting, overheating, and ignition of nearby flammable materials.",Unsafe Act,Medium,Intervened advise to  remove it .,Closed,24544,2025-11-27 02:18:03,2025-11-27 02:18:06,FF-HSE-0501,Tufail Saleh,Tufail Saleh
P06,Fall Protection,,Observed that FBH being used with damage snape hook. ,Unsafe Act&Unsafe Condition,Medium,"Intervened advised to change FBH before resume the activity,",Closed,24544,2025-11-27 03:06:02,2025-11-27 03:06:05,FF-HSE-0501,Tufail Saleh,Tufail Saleh
P06,Electrical,,Observed first fix team using multiple socket in same connection that could lead fire/ short cercuits,Unsafe Act&Unsafe Condition,Medium,"removed returned to sit store,",Closed,24544,2025-11-27 03:12:53,2025-11-27 03:12:55,FF-HSE-0501,Tufail Saleh,Tufail Saleh
NURSERY,Barricades and Signs,,Well organised board with safety signage to provide awareness,Good Practice,Good Practice,,Good Practice,25535,2025-11-27 03:41:51,2025-11-27 03:41:54,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Barricades and Signs,,workers are working without area barricading,Unsafe Act,Medium,Area barricaded and warning signage placed.,Closed,25535,2025-11-27 03:46:05,2025-11-27 03:46:09,FF-HSE-0501,Amjad Musa,Amjad Musa
P06,Tools and Machines,,Site Demostration how to safely use threading machines,Good Practice,Good Practice,,Good Practice,24544,2025-11-27 03:47:48,2025-11-27 03:47:49,FF-HSE-0501,Tufail Saleh,Tufail Saleh
NURSERY,Barricades and Signs,,No signage was placed for safe access from excavation,Unsafe Condition,Low,safe access signage was placed ,Closed,25535,2025-11-27 03:51:51,2025-11-27 03:51:56,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Welfare,,Water at drinking station was finished and cooler was empty,Unsafe Condition,Medium,Replaced with new water filled cooler,Closed,25535,2025-11-27 03:57:45,2025-11-27 03:58:57,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Barricades and Signs,,Area not fully barricaded and missing warning signage,Unsafe Condition,Medium,Area fuly barricaded and warning signage was placed ,Closed,25535,2025-11-27 04:05:00,2025-11-27 04:05:03,FF-HSE-0501,Amjad Musa,Amjad Musa
NURSERY,Barricades and Signs,,No proper barricading and safety signage near excavation as worker are working near it,Unsafe Act&Unsafe Condition,Medium,barricaded and warning signage and also permit is placed in permit box,Closed,25535,2025-11-27 04:09:01,2025-11-27 04:09:04,FF-HSE-0501,Amjad Musa,Amjad Musa
KSP,Housekeeping,,"Poor housekeeping was observed by ducting team at NT level 01.

Ducting tape and insulation was scattered at workplace ",Unsafe Condition,Low,Foreman was informed to conduct proper housekeeping to make the safe workplace ,Closed,21052,2025-11-27 04:18:27,2025-11-27 04:18:30,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,Electrical,,Mechanical workers were observed working at a height with poor ‏illumination. They were spoken to and it was emphasized that appropriate lighting must be provided immediately for the safely of the work.,Unsafe Act&Unsafe Condition,Low,Provided the good illumination.,Closed,19470,2025-11-27 04:18:32,2025-11-27 04:18:35,FF-HSE-0501,Muhammad Saleem,Muhammad Saleem
Oceanarium,Scaffolds,,"During the inspection, it was observed that the scaffold tower is missing essential cross braces on the lower section",Unsafe Condition,Medium,"The missing cross braces have been reinstalled, and the scaffold structure is now properly supported and stable",Closed,25247,2025-11-27 04:24:23,2025-11-27 04:24:24,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
SEVEN,Electrical,,"Observed poor cable management at working area, A cable is hanging across the area at roughly head height creating potential trips and fall hazards for workers. Zone 3 first floor.",Unsafe Condition,Medium,The hanging cable/wire has been secured and repositioned to eliminate the head-height hazard,Closed,26083,2025-11-27 04:46:29,2025-11-27 04:46:31,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Electrical,,"An electrical cable was found lying on the ground, creating a potential trip hazard and increasing the risk of electrocution in case of damage.
 FEC zone 1.
",Unsafe Condition,Medium,"Eliminated the hazards, cable was immediately raised and secured above ground level, ensuring it no longer obstructs walkways or encounters moving equipment.",Closed,26083,2025-11-27 04:48:00,2025-11-27 04:48:01,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Fire Protection,,"Wood and plastic materials were found near the grinding area, which is unacceptable. Hot-work areas must be kept clear of all combustible materials. Zone 2",Unsafe Condition,Medium,Cleared the area & Instructions have been given regarding the combustible materials that always clear the area nearby to minimize the hazards. ,Closed,26083,2025-11-27 04:49:13,2025-11-27 04:49:14,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Documentation,,Observed worker performing coring activity at Zone 06 without a valid Permit to Work (PTW). ,Unsafe Act,High,Work was stopped immediately until providing a valid permit to work and ensured strict compliance with the permit-to-work system.,Closed,26083,2025-11-27 04:50:46,2025-11-27 04:50:48,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,PPE,,"The grinder operator was performing hot work activity without proper PPE's (gloves).
FEC Zone 1
",Unsafe Act,Medium,"Required PPE has been provided, and compliance was verified. The operator resumed work only after full corrective measures were implemented.",Closed,26083,2025-11-27 04:52:23,2025-11-27 04:52:24,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
SEVEN,Barricades and Signs,,"Observed working at Scissor lift without barricading the working area to avoid the unauthorized entry in exclusive zone.   Zone 7.

",Unsafe Condition,Medium,Provided the barrication around the working area for Scissor lift to restrict unauthorized access and ensure safe operation. ,Closed,26083,2025-11-27 04:53:39,2025-11-27 04:53:40,FF-HSE-0501,Amjed Farooqi,Amjed Farooqi
Oceanarium,Fall Protection,,"It was observed that the electrical team was working in Working Zone 02 on the mezzanine roof area, where a roof opening was not properly closed or barricaded by civil company.",Unsafe Condition,High,"The electrical team was immediately instructed to stop work in the surrounding area. The concerned company safety team was informed, and the cut-out has now been properly closed and secured",Closed,11967,2025-11-27 05:00:30,2025-11-27 05:00:31,FF-HSE-0501,Najmudheen Vayalilakath,Najmudheen Vayalilakath
RCRC,Barricades and Signs,,It was observed that an inspection chamber and surrounding excavation were left open without proper barricading or warning signs,Unsafe Condition,High,The area has been secured using temporary orange mesh barricading around the chamber and excavation to ensure safe access.,Closed,13486,2025-11-27 05:37:07,2025-11-27 05:37:08,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
RCRC,Excavation / Edge Protection,,It was observed in Zone C that trenches and manholes were left open without any form of barricading or warning signs.,Unsafe Condition,High,The area has been secured using temporary orange mesh barricading around all exposed trenches and manholes.,Closed,10289,2025-11-27 05:39:02,2025-11-27 05:39:03,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
RCRC,Barricades and Signs,,It was observed that open manholes in Zone B were left without any barricading or warning signages.,Unsafe Condition,High,"The area has been secured using temporary warning tape barricading, fully enclosing the manholes and restoring safe access.",Closed,11370,2025-11-27 05:40:46,2025-11-27 05:40:47,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
RCRC,Housekeeping,,"It was observed construction waste, plastic sheets, and scattered wooden boards were left across the walkway between the concrete structures, creating poor housekeeping and obstructing safe movement for workers",Unsafe Act&Unsafe Condition,Medium,"The entire area has been cleaned, all debris removed, and access routes restored to a clear and safe condition.",Closed,26118,2025-11-27 05:42:35,2025-11-27 05:42:37,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
RCRC,Tools and Machines,,"It was observed that a curtain was installed inside the excavator cabin, obstructing visibility and creating a potential operational hazard, despite the availability of a TUV-certified excavator and operator.",Unsafe Act,High,"The curtain has been removed, and the operator was instructed to maintain clear visibility inside the cabin at all times.",Closed,10289,2025-11-27 05:44:27,2025-11-27 05:44:28,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
MISK,Fall Protection,,"Electrical workers were using full-body harnesses below 5 m without bypassing the shock absorber, compromising fall protection & prevention.",Unsafe Condition,Medium,Activity suspended and the worker Instructed to bypasses the shock absorber when working below 5 m and followed proper fall-protection procedures.,Closed,12187,2025-11-27 05:44:39,2025-11-27 05:44:41,FF-HSE-0501,Asim Khan,Asim Khan
RCRC,Excavation / Edge Protection,,"It was observed  that trenches and inspection chambers were left open without any barricading or warning signs, creating a major fall hazard for workers and equipment.",Unsafe Condition,High,"The area has been secured using temporary orange mesh barricading, fully covering all exposed trenches and chambers.",Closed,17126,2025-11-27 05:45:55,2025-11-27 05:45:57,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
MISK,PPE,,"Hot work activities were carried out with all proper safety precautions in place, including fire watch, PPE, fire extinguishers, and hot work permit compliance.",Good Practice,Good Practice,,Good Practice,13108,2025-11-27 05:47:22,2025-11-27 05:47:22,FF-HSE-0501,Asim Khan,Asim Khan
RCRC,Excavation / Edge Protection,,It was observed that trenches and manholes were left open without any form of barricading or warning signs.,Unsafe Condition,High,The area has been secured using temporary orange mesh barricading around all exposed trenches and manholes.,Closed,11370,2025-11-27 05:48:30,2025-11-27 05:48:30,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
MISK,Environmental,,"A chemical spray paint bottle was left on the ground, posing hazards including skin and eye irritation, inhalation of fumes, fire or explosion risk, tripping, and accidental spillage.",Unsafe Condition,Medium,"The empty spray canisters removed immediately and disposed in designated chemical waste disposal. Instructed the crew members to store safely, to minimize health, fire, and safety risks.",Closed,12242,2025-11-27 05:50:19,2025-11-27 05:50:23,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Electrical,,"The live electrical cable is connected to the mid-rail of mobile scaffolding, violating safety procedures and risking cable damage or electrical shock.",Unsafe Condition,Medium,Ensure live cables secured using proper supports away from scaffolding and reinforce compliance with electrical safety procedures.,Closed,21102,2025-11-27 05:52:11,2025-11-27 05:52:12,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Electrical,,"The electrical team was hanging a temporary power cable on an uninsulated hook, which may cause cable damage and pose an electric-shock hazard.",Unsafe Condition,Medium,Use insulated hooks for cable supports to ensure safe routing and prevent electrical risks.,Closed,26172,2025-11-27 05:54:17,2025-11-27 05:54:18,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Others,Access & Egress,"Firefighting pipes were placed in a non-designated area, obstructing the pedestrian walkway.",Unsafe Condition,Medium,Instruct the foreman to clear the access immediately and relocate all materials to the designated area to maintain a safe and hazard-free working environment.,Closed,26080,2025-11-27 05:57:28,2025-11-27 05:57:29,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Barricades and Signs,,"Scrap is being loaded into the Dyna without barricading the area, creating a high risk of unauthorized entry, slips, trips, and falls for workers and materials.",Unsafe Condition,Medium,Barricade the loading area and restrict access to authorized personnel only to prevent accidents and ensure safety.,Closed,10223,2025-11-27 05:59:53,2025-11-27 05:59:53,FF-HSE-0501,Asim Khan,Asim Khan
ROSEWOOD,Electrical,,"A temporary live electrical cable was observed running across the road without any protective covering or proper safeguarding, creating both electrical and tripping hazards for workers and vehicles.",Unsafe Condition,Medium,"The cable has been carefully covered with soil, providing adequate protection and eliminating the electrical and tripping hazards. The area has been inspected and confirmed safe.",Closed,21101,2025-11-27 06:29:48,2025-11-27 06:29:49,FF-HSE-0501,Hamza Asi,Hamza Asi
CARGO,Fire Protection,,Observed Missing Fire Extinguisher at chemical Storage area imposing Fire Hazard.,Unsafe Condition,High,Immediately Provided Fire Extinguisher and Informed responsible to monitor the area Properly and report if anything missing related to safety Equipments ,Closed,12991,2025-11-27 06:36:08,2025-11-27 06:36:11,FF-HSE-0501,Mohammed Shabaz Afzal,Mohammed Shabaz Afzal
ROSEWOOD,Electrical,,"It was observed that the mechanical team was using a bare cable instead of a proper three-pin plug, creating a potential electrical hazard.",Unsafe Act&Unsafe Condition,Medium,The bare cable was removed and a proper three-pin plug was provided to ensure safe operation of the equipment.,Closed,12939,2025-11-27 06:38:29,2025-11-27 06:38:31,FF-HSE-0501,Hamza Asi,Hamza Asi
ROSEWOOD,Work at Height,,"It observed that a worker was using a straight ladder instead of a podium ladder, creating an unsafe condition that could lead to a fall",Unsafe Act,Medium,"The unsafe platform was removed, and a proper podium ladder was provided to ensure safe access for the work",Closed,12939,2025-11-27 07:24:49,2025-11-27 07:24:51,FF-HSE-0501,Hamza Asi,Hamza Asi
WELLNESS,Fall Protection,,"Edge protection on the first floor (7m) found missing
",Unsafe Condition,High,Edge protection Installed,Closed,25239,2025-11-27 07:25:43,2025-11-27 07:25:44,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Fall Protection,,Floor opening was found in LV room,Unsafe Condition,Medium,Covered,Closed,25239,2025-11-27 07:28:57,2025-11-27 07:28:58,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
ROSEWOOD,Work at Height,,It was observed that an employee was working at height without the required personal protective equipment (PPE).,Unsafe Act,Low,"The required PPEs were provided to the employee, and they were instructed to always use the proper PPE while working at height.",Closed,25821,2025-11-27 07:29:31,2025-11-27 07:29:33,FF-HSE-0501,Hamza Asi,Hamza Asi
WELLNESS,Fall Protection,,Worker was found working on incomplete scaffolding (mid-rail missing),Unsafe Act&Unsafe Condition,Medium,Mid-rail installed,Closed,24729,2025-11-27 07:32:44,2025-11-27 07:33:00,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Electrical,,Grinder battery charger was found connected to cable drum without plug,Unsafe Act&Unsafe Condition,Medium,Plug provided,Closed,26084,2025-11-27 07:37:30,2025-11-27 07:37:33,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
ROSEWOOD,Electrical,,"It was observed that the mechanical team was using a bare cable instead of a proper three-pin plug, creating an electrical safety hazard.",Unsafe Condition,Medium,"The bare cable was removed, a proper three-pin plug was provided, and the workers were instructed to use only approved electrical connections.",Closed,25199,2025-11-27 07:38:11,2025-11-27 07:38:12,FF-HSE-0501,Hamza Asi,Hamza Asi
WELLNESS,Others,Access Blocked,"Access was found blocked by a ladder
",Unsafe Condition,Medium,Access cleared,Closed,25239,2025-11-27 07:41:03,2025-11-27 07:41:06,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
ROSEWOOD,Others,,"It was observed that a grinder was being used without a handle and without a proper grip, which can cause the tool to slip from the operator’s hands, leading to cuts.",Unsafe Act,Low,The grinder handle was provided to ensure safe and proper operation of the tool.,Closed,25199,2025-11-27 07:43:13,2025-11-27 07:43:14,FF-HSE-0501,Hamza Asi,Hamza Asi
P05,Environmental,,"
A chemical spill was found on the ground surface, posing a risk of soil contamination and potential worker exposure.
",Unsafe Condition,Medium,"The spill was cleaned, the area was inspected and confirmed safe, and contaminated materials were disposed of as per environmental procedures",Closed,25948,2025-11-28 09:50:39,2025-11-28 09:50:41,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
The edge of the staircase is missing a hand guard rail, creating a risk of falls for personnel using the stairs.
",Unsafe Condition,High," The proper hand guard rail has been installed, securing the staircase edge. ",Closed,25948,2025-11-28 09:52:01,2025-11-28 09:52:02,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Electrical,,"

A light fixture was observed hanging in a suspended and unsecured condition, posing a potential electrical hazard.
",Unsafe Condition,Medium,The light fixture was secured and properly fixed by electrical team,Closed,25948,2025-11-28 09:52:56,2025-11-28 09:52:57,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Electrical,,"
Cable drum observed with un-insulated connection, risking electric shock hazard
",Unsafe Condition,High,Industrial socket provided for safe use of cable reel,Closed,25948,2025-11-28 09:53:46,2025-11-28 09:53:47,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
Improper cable management at top corridor, creating fall hazard for the worker.
",Unsafe Condition,Medium,Cable removed from corridor and restored pathway for safe passage,Closed,25948,2025-11-28 09:54:56,2025-11-28 09:54:57,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
Toe board missing in platform at height, potential to drop items from height
",Unsafe Condition,High, Toe board installed for the working platform to avoid dropping of objects,Closed,25948,2025-11-28 09:56:03,2025-11-28 09:56:04,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Housekeeping,,"
Unused scaffold materials were found scattered in the work area, creating obstructing safe movement.
",Unsafe Condition,Low,The scaffold materials were removed and properly stored in the designated area. The worksite was cleaned and restored to a safe condition. ,Closed,25948,2025-11-28 09:57:42,2025-11-28 09:57:43,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
An ICT manhole was found without a cover, creating a risk of falls for personnel in the area.
",Unsafe Condition,Medium, A proper manhole cover was installed immediately,Closed,25948,2025-11-28 09:58:42,2025-11-28 09:58:44,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Housekeeping,,"Waste materials were scattered on the ground, creating trip hazards and obstructing safe movement.",Unsafe Condition,Low,Waste materials were removed and disposed of properly. ,Closed,25948,2025-11-28 09:59:42,2025-11-28 09:59:43,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Environmental,,Organic waste was found dumped at the work site,Unsafe Condition,Low,The organic waste was removed from site and kept in designated area.,Closed,25948,2025-11-28 10:02:40,2025-11-28 10:02:42,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fire Protection,,"A worker was observed performing welding activities without the use of a fire blanket, while combustible materials were present nearby. This created a significant fire hazard",Unsafe Condition,High,"Welding activities were stopped immediately. Combustible materials were removed from the area, and a fire watcher, fire blanket was provided before resuming work",Closed,25948,2025-11-28 10:04:01,2025-11-28 10:04:02,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fire Protection,,"A fire extinguisher was found expired, making it non compliant and unreliable in case of emergency",Unsafe Condition,Medium,"The expired fire extinguisher was removed from the site and replaced with a valid, in date extinguisher",Closed,25948,2025-11-28 10:04:58,2025-11-28 10:04:59,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Scaffolds,,"A scaffold was identified without a toe board, which presents a risk of objects dropping from the platform
	
",Unsafe Condition,Medium,Toe boards were installed on all open sides of the scaffold platform,Closed,25948,2025-11-28 10:06:10,2025-11-28 10:06:11,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Electrical,,A cable was observed connected to the distribution board with visible damage. The damaged section had been temporarily covered with insulation tape,Unsafe Condition,High,"The unsafe connection was removed from the distribution board, and the damaged cable was sent to the store for rectification",Closed,15001,2025-11-28 10:06:56,2025-11-28 10:06:57,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
An open parapet wall was found without proper barrication, creating a high risk of falling from height
",Unsafe Condition,High,"The open area was properly barricaded, securing the hazardous edge. The site was inspected and confirmed safe",Closed,19025,2025-11-28 10:12:18,2025-11-28 10:12:20,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Tools and Machines,,"
A worker was observed operating a grinder with a damaged disc and without the handle attached, creating a serious risk of kickback, disc shattering, and loss of control.
",Unsafe Condition,High,A proper disc and handle were installed before allowing further use,Closed,25948,2025-11-28 10:13:33,2025-11-28 10:13:34,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,PPE,,"
A worker was observed cleaning a 2.5-meter-deep pool without wearing a life jacket, exposing him to a potential drowning hazard
",Unsafe Condition,High, The worker was stopped and provided with a proper life jacket before continuing the task,Closed,25948,2025-11-28 10:14:58,2025-11-28 10:14:59,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
An open trench was found without a cover, creating a risk of falls and injury for workers passing through the area.
",Unsafe Condition,High,"The trench was properly covered, eliminating the fall risk",Closed,25948,2025-11-28 10:15:57,2025-11-28 10:15:58,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Barricades and Signs,,"
A deep-water pool access area was found without proper barrication and safety signages, creating a risk of accidental entry and potential drowning.
",Unsafe Condition,High,Soft barricading and proper signages provided for restrict the entry to pool area,Closed,25948,2025-11-28 10:16:49,2025-11-28 10:16:50,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Electrical,,"
Multiple Y-connection and uninsulated cable on single power supply from portable generator
",Unsafe Condition,High,  Y-connection and un-insulated cables removed ,Closed,25948,2025-11-28 10:18:00,2025-11-28 10:18:01,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Others,Access/Egress,"
An obstruction was found in the pathway, creating a trip hazard and restricting safe movement for personnel
",Unsafe Condition,Medium,The obstruction was removed and the pathway cleared.,Closed,25948,2025-11-28 10:19:21,2025-11-28 10:19:22,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
An open hole was found without proper barrication and warning signages, creating a risk of falls for personnel.
",Unsafe Condition,Medium," The open hole was barricaded, and warning signages were installed. ",Closed,25948,2025-11-28 10:20:20,2025-11-28 10:20:21,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Housekeeping,,"
Debris was found scattered on the work site, creating trip hazards and obstructing safe movement.
",Unsafe Condition,Low,The debris was removed and the work area cleaned. ,Closed,25948,2025-11-28 10:21:15,2025-11-28 10:21:16,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Electrical,,"
It was observed that cables are directly connected to DB without any industrial sockets
",Unsafe Condition,High,Industrial plugs provide for safe connection,Closed,25948,2025-11-28 10:23:34,2025-11-28 10:23:36,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,"
Found open manhole without cover potential to cause fall hazards
",Unsafe Condition,Medium,Manhole covered properly ,Closed,25948,2025-11-28 10:24:28,2025-11-28 10:24:30,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Fall Protection,,Found open manhole without cover potential to cause fall hazards,Unsafe Condition,Medium,Manhole covered properly,Closed,25948,2025-11-28 10:25:28,2025-11-28 10:25:30,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Barricades and Signs,,Life saving rules posted on site to educate the people,Good Practice,Good Practice,,Good Practice,25948,2025-11-28 10:27:30,2025-11-28 10:27:30,FF-HSE-0501,Dayal Veetil,Dayal Veetil
P05,Others,Access/Eress,Unattended cables were lying on the entrance of electrical room,Unsafe Condition,Medium,Cables removed from the entrance to keep the access clear,Closed,25948,2025-11-28 10:29:10,2025-11-28 10:29:11,FF-HSE-0501,Dayal Veetil,Dayal Veetil
